QuestName,QuestID
瑪亞的第一個收集品,2040
瑪亞的第二個收集品,2041
瑪亞的第三個收集品,2042
為了瑪亞的收集,2043
找回紅色披風,2044
皮亞借走的東西,2045
要送給朋友們的禮物,2046
英雄所用過的舊戰劍,2047
戰劍的覺醒方法,2048
妖精瑪麗和生命水,2049
[痛苦樹林] 亥勒夏和粉紅花束,2050
[痛苦樹林] 亥勒夏和兩根紅蔘,2051
[耐心的森林] 約翰的粉紅色花籃,2052
[耐心的森林] 約翰所準備的禮物,2053
[沉睡森林] 約翰的最後禮物,2054
[工地B1] 休咪丟失的硬幣,2055
[工地B2] 休咪丟失的鈔票,2056
[工地B3] 休咪遺失的錢袋,2057
黃金海灘的特別風味,2058
黃金海灘的特別風味Ⅱ,2059
黃金海灘的特別風味Ⅲ,2060
黃金海灘的特別風味Ⅳ,2061
明明夫人的第一個苦惱,2062
聯歡會的準備,2063
艾斯達的請託,2064
尋找化石,2065
遞送化石箱子,2066
植物化石的研究,2067
動物化石研究,2068
搬運暴龍的頭骨,2069
化石研究成果,2070
神秘女孩的請託,2071
神秘的女孩的身份,2072
卡蜜拉的玻璃珠,2073
找回楓之谷古書,2074
找回楓之谷古書2,2075
艾斯達的特製調味料,2076
戰士之路,2077
弓箭手之路,2078
盜賊之路,2079
法師之路,2080
有關轉職的指導,2081
木妖好可怕,2082
伊卡路斯的滑翔翼,2083
伊卡路斯的熱氣球,2084
尋找妖精維英…,2085
飛天藥水的材料,2086
伊卡路斯和飛行藥,2087
研究菇菇怪物,2088
幫忙寫作業,2089
好無聊1,2090
好無聊2,2091
尋找女兒1,2092
尋找女兒2,2093
消滅鱷魚1,2094
消滅鱷魚2,2095
封印住神秘危險之力的儀式1,2096
封印住神秘危險之力的儀式2,2097
卡蜜拉遺失的信,2099
前往童話村的兩個方法,2100
由天空之路前往童話村,2101
由海路前往童話村,2102
內拉的夢,2103
潘喜的紅色毛球,2104
危險的迷宮！<1-綠菇菇>,2105
危險的迷宮！<2-刺菇菇>,2106
危險的迷宮!<3-殭屍菇菇>,2107
被污染的迷宮！<1-火獨眼獸>,2108
被污染的迷宮！<2-風獨眼獸>,2109
被污染的迷宮！<3-幼魔精靈>,2110
危險的迷宮!<1-綠菇菇>,2111
危險的迷宮！<2-刺菇菇>,2112
危險的迷宮！<3-殭屍菇菇>,2113
被污染的迷宮！<1-火獨眼獸>,2114
被污染的迷宮！<2-風獨眼獸>,2115
種植樹木,2116
挖掘隊員杉峰的請託,2117
消滅遺蹟挖掘地的怪物,2118
遺跡發掘隊的公告,2119
妖精森林的使命1,2120
妖精森林的使命2,2121
麥吉和秘密組織,2122
特殊指令,2123
沙影團的補給品,2124
特殊指令！,2125
沙影團的補給品！,2126
前進沙漠...,2127
新手劍士的第一次修煉,2128
新手劍士的第二次修煉,2129
新手劍士的第三次修煉,2130
新手劍士的最後修煉,2131
新手法師的第一次修煉,2132
新手法師的第二次修煉,2133
新手法師的第三次修煉,2134
新手法師的最後階段的修煉,2135
新手弓箭手的第一次修煉,2136
新手弓箭手的第二次修煉,2137
新手弓箭手的第三次修煉,2138
新手弓箭手最後階段的修煉,2139
新手盜賊的第一次修煉,2140
新手盜賊的第二次修煉,2141
新手盜賊的第三次修煉,2142
新手盜賊最後階段的修煉,2143
謠言的真相,2144
調查木妖,2145
怪木樹妖王,2146
?????????,2147
謠言的真相-酋長,2148
謠言的真相-麥吉,2149
謠言的真相-義安,2150
謠言的真相-武術教練,2151
謠言的真相-蓓蒂,2152
古老的蝸牛,2153
故事的主角,2154
狩獵蝸牛,2155
可以許願的彩虹鍋牛殼,2156
巨居蟹的祭品,2157
幫助麗爾,2158
幫助露爾,2159
幫助拉爾,2160
出現可打敗巨居蟹的勇士！,2161
寫完後遺失的信,2162
赫麗娜的喜悅,2163
赫麗娜的禮物,2164
王子的委託,2165
發光石,2166
吸取海洋氣息生存的螢火蟲1,2167
吸取海洋氣息生存的螢火蟲2,2168
大珍珠,2169
給金博士的情報,2170
幫助貝恩。,2171
巴爾特看到了什麼？,2172
調查黑影的身份,2173
向盲俠報告,2174
暗黑巫師的手下,2175
清掃鯨魚號1,2176
清掃鯨魚號 1,2177
清掃鯨魚號 2,2178
保護緊急糧食,2179
尋找新鮮的牛奶,2180
布希的信,2181
缺少的晚餐食材,2182
韋爾族的晚餐,2183
黑巴克的煩惱,2184
卡伊琳的長裙,2185
尋找眼鏡,2186
漏水的鯨魚號,2187
不明人士,2190
打手指南,2191
槍手指南,2192
初級海盜的第一次修煉,2193
初級海盜的第二次修煉,2194
初級海盜的第三次修煉,2195
初級海盜的第四次修煉,2196
怪物圖鑑銷售員迪昂克,2197
打敗石巨人,2198
打敗黑曜石巨人,2199
打敗混種石巨人,2200
打敗骷髏,2201
打敗惡龍,2202
打敗月牙牛魔王,2203
特殊料理1,2204
特殊料理2,2205
特殊料理3,2206
懶惰的瞌睡蟲,2207
巴勒圖的委託,2208
將檸檬交給萬人迷,2209
將金幣錢袋交給盲俠,2210
將地圖碎片交給黑巴克,2211
海盜入門,2212
吉姆發現的陰謀,2213
沼地小屋,2214
尋找皺摺的紙片,2215
權達開的情報,2216
休咪的情報,2217
內拉的情報,2218
地鐵站服務員的情報,2219
收集情報結束,2220
陰謀的始末,2221
惡靈森林,2222
他呼喚的名稱,2223
怨恨、埋怨、冤魂,2224
原因和結果,2225
艾溫的道歉,2226
消滅殭屍猴王,2227
利普的道謝,2228
趕走睡意的方法,2229
可疑的一顆蛋,2230
領袖阿爾你是誰？,2231
登記成為跟隨者！,2232
增加聲望值！,2233
享受出名冒險家的特權！,2234
麥吉的徒弟,2235
趕走惡魔的方法,2236
被丟棄的紙條的主人,2237
紙條的主人是？,2238
巴洛古的封印,2239
寫給師父的信,2240
對弟子的囑咐,2241
請警惕陌生人…,2242
可用巴洛古的皮製造的東西,2243
崔斯坦的繼承人,2244
前往崔斯坦的墳墓,2245
研究用刺菇菇傘,2246
凶暴的刺菇菇,2247
刺菇菇信號分析,2248
殭屍菇菇的信號體系1,2249
殭屍菇菇的信號體系2,2250
殭屍菇菇的信號體系3,2251
菇菇信號研究1(重覆),2252
菇菇信號研究2(重覆),2253
沙漠的卡勒奇沙,2254
卡勒奇沙的記憶,2255
卡勒奇沙的記憶2,2256
卡勒奇沙的告白,2257
白天的話，狐蒙聽到了！,2258
晚上的話，沙漠毒蠍聽不到。,2259
朝菇菇城堡前進！,2260
駱駝的修煉1(重覆),2261
駱駝的修煉2(重覆),2262
駱駝的修煉3(重覆),2263
未開通區域的林車長,2264
逸志的吩咐,2265
遺失的背包,2266
危險的存在,2267
冒險家葛溫的日記,2268
稱號 - 崔斯坦繼承者的勳章,2269
我的夢想是…,2270
拉娜的決心,2271
東東的交涉,2272
秘密的料理食譜,2273
出道紀念派對準備完成,2274
堤娜的提案,2275
化妝師交涉完成,2276
馬沙的拒絕,2277
傳說的剪刀,2278
髮型師交涉完成,2279
舞台衣服準備,2280
舞台衣服準備完成,2281
玫瑰香味,2282
小蒼蘭香味,2283
薰衣草香味,2284
音樂準備,2285
拜託新曲,2286
支付作曲費,2287
不可抄襲,2288
新曲轉達,2289
出道準備完成,2290
VIP地區入場,2291
赫一的願望,2292
最後演奏曲,2293
[奇幻村]追逐危險的人,2296
稱號 - 追逐危險的人,2297
危機的菇菇王國,2300
危機的菇菇王國,2301
危機的菇菇王國,2302
危機的菇菇王國,2303
危機的菇菇王國,2304
危機的菇菇王國,2305
危機的菇菇王國,2306
危機的菇菇王國,2307
危機的菇菇王國,2308
危機的菇菇王國,2309
危機的菇菇王國,2310
勇士的考試,2312
事情內幕,2313
菇菇森林探險（１）,2314
菇菇森林探險（２）,2315
菇菇森林探險（３）,2316
彩色菇菇芽孢（１）,2317
彩色菇菇芽孢（２）,2318
彩色菇菇芽孢（３）,2319
跟布魯斯的友情,2320
跨越城牆（１）,2321
跨越城牆（２）,2322
跨越城牆（３）,2323
跨越城牆（４）,2324
詹姆士的下落（１）,2325
詹姆士的下落（２）,2326
詹姆士的下落（３）,2327
調撥物資（１）,2328
調撥物資（２）,2329
阻止結婚,2330
王國的象徵,2331
菲歐娜在哪？,2332
陰謀背景,2333
公主的真相,2334
清除餘黨,2335
真相大白,2336
企鵝國王的卷軸,2337
需要彩色菇菇芽孢,2338
找回的玉璽,2342
危機的菇菇王國,2344
危機的菇菇王國,2345
危機的菇菇王國,2346
危機的菇菇王國,2348
危機的菇菇王國,2349
影武者－命運的烙印,2350
第一個任務－潛入,2351
第二個任務－信任,2352
達克魯的小麻煩,2353
第三個任務－調查,2354
第四個任務－雙面間諜,2355
對可疑人物的調查,2356
偽造的痕跡,2357
第五個任務－偽造,2358
第六個任務－湮滅證據,2359
西巴的故事,2360
妍羽的故事,2361
拜見雪姬小姐,2362
影武者－覺醒之時,2363
貓頭鷹修里,2364
修里的初級訓練1,2365
修里的初級訓練2,2366
第七個任務－目擊者,2367
拿著鑰匙的目擊者,2368
影武者－達克魯的日記本,2369
修里的中級修煉,2370
妍羽的煩心事,2371
第八個任務－拜見,2372
阿里可的測試,2373
阿里可的秘信,2374
達克魯的小麻煩2,2377
第六個任務－湮滅證據2,2378
第六個任務－湮滅證據3,2379
第六個任務－湮滅證據4,2380
聽取內拉的意見,2381
聽取後街吉姆的意見,2382
聽權達開的意見,2383
勸解大幽靈,2384
要章魚來進補,2385
熬製補藥,2386
影武者之路,2387
危機的菇菇王國,2388
危機的菇菇王國,2389
[主題副本] 危機的蘑菇國王的王國,2390
新手戰士的修煉場,2400
新手魔法師修煉場,2401
新手盜賊修煉場,2402
新手弓箭手修煉場,2403
新手海賊修煉場,2404
遺失的表揚狀,2405
遺失的表揚狀,2406
遺失的表揚狀,2407
遺失的表揚狀,2408
遺失的表揚狀,2409
恢復自尊心,2410
恢復自尊心,2411
恢復自尊心,2412
恢復自尊心,2413
恢復自尊心,2414
使用魔天一擊,2415
使用魔力爪,2416
使用斷魂箭,2417
使用劈空斬,2418
使用衝擊拳,2419
使用雙飛斬,2420
使用雙子星攻擊,2421
木妖的弱點,2422
綠水靈的弱點,2423
綠水靈的弱點,2424
木妖的弱點,2425
肥肥的弱點,2426
喜歡團隊修煉！(組隊),2427
喜歡團隊修煉！(組隊),2428
喜歡團隊修煉！(組隊),2429
喜歡團隊修煉！(組隊),2430
喜歡團隊修煉！(組隊),2431
情報商人的委託I,2440
情報商人的委託Ⅱ,2441
情報商人的委託III,2442
說話的樹的委託I,2443
說話的樹的委託Ⅱ,2444
說話的樹的委託3Ⅲ,2445
擊退藍色緞帶肥肥,2479
妖精維英的委託,2480
調查蝴蝶精,2481
蝴蝶精調查報告,2482
艾溫的染料1,2483
艾溫的染料2,2484
達克魯的委託,2485
橙色磚塊,2486
獲得60等級技能,2490
獲得70等級技能,2491
獲得80等級技能,2492
獲得90等級技能,2493
獲得100等級技能,2494
獲得110等級技能,2495
獲得120等級技能,2496
獲得130等級技能,2497
獲得140等級技能,2498
獲得150等級技能,2499
獲得160等級技能,2500
獲得170等級技能,2501
獲得180等級技能,2502
獲得190等級技能,2503
獲得200等級技能,2504
重新誕生的西格諾斯,2505
女皇的後援,2506
女皇的強化,2507
女皇的強化,2508
女皇的強化,2509
女皇的強化,2510
女皇的強化,2511
光精靈之力,2512
光精靈之力,2513
光精靈之力,2514
光精靈之力,2515
光精靈之力,2516
火精靈之力,2517
火精靈之力,2518
火精靈之力,2519
火精靈之力,2520
火精靈之力,2521
風精靈之力,2522
風精靈之力,2523
風精靈之力,2524
風精靈之力,2525
風精靈之力,2526
黑暗精靈之力,2527
黑暗精靈之力,2528
黑暗精靈之力,2529
黑暗精靈之力,2530
黑暗精靈之力,2531
閃電精靈之力,2532
閃電精靈之力,2533
閃電精靈之力,2534
閃電精靈之力,2535
閃電精靈之力,2536
斯塔切的聲援禮物,2540
諾本的聲援禮物,2541
艾爾森聲援禮物,2542
梅爾茨的聲援禮物,2543
愛爾森的聲援禮物,2544
斯塔切的課程結束！,2545
諾本的課程結束！,2546
艾爾森的課程結束！,2547
梅爾茨的課程結束！,2548
愛爾森的課程結束！,2549
哈姆梅爾的禮物,2552
哈姆梅爾的禮物,2553
飛向天際,2559
救命恩人是隻猴子？,2560
率先恢復體力,2561
你說在這座島有人？,2562
漂流而來的海賊斯托納,2563
不可能脫逃1,2564
不可能脫逃2,2565
去蒐集零件吧！,2566
向猴子餞別,2567
開始逃脫！,2568
又見到猴子，你的名字就叫做猴子！,2569
轉職成重砲指揮官,2570
全新冒險展開,2573
重新向斯托納,2574
神獸的祝福,2576
終極冒險家的自豪,2577
再次出現的玩偶師,2578
獵殺龍族,2579
女皇的祝福,2580
青龍完整攻略 1,2581
青龍完整攻略 2,2582
青龍完整攻略 3,2583
青龍完整攻略 4,2584
青龍完整攻略 5,2585
洛尼的小石子,2586
選擇影武者之路的人,2600
基礎教育1,2601
基礎教育2,2602
基礎教育3,2603
特別的才能,2604
隱入黑暗的理由,2605
間諜培訓1,2606
間諜培訓2,2607
間諜培訓3,2608
間諜培訓結束,2609
任務,2610
達克魯的修練,2611
達克魯的修練2,2612
調查達克魯,2613
幫助內拉,2614
幫助休咪,2615
幫助吉姆,2616
幫助錢老闆,2617
調查快遞,2618
偷盜快遞,2619
調查沼地小屋,2620
調查爵士酒吧,2621
雙刀流,2622
下忍,2623
貓頭鷹修里,2624
修里的修練1,2625
修里的修練2,2626
妍羽的擔心1,2627
妍羽的煩心事,2628
達克魯的日誌,2629
墮落城市的書店主人1,2630
墮落城市的書店主人2,2631
見到傑婓,2632
崔斯坦的弟子,2633
崔斯坦的靈魂,2634
崔斯坦的遺物,2635
無法言明的真相,2636
影武者之路1,2637
影武者之路2,2638
不能隱瞞。,2639
混亂,2640
上忍之路1,2641
上忍之路2,2642
她的決心,2643
黑暗貓頭鷹,2645
冒險之書和楓葉,2646
人氣歌手赫一的簽名會,2650
簽名會的票券交換券1,2651
簽名會的票券交換券2,2652
簽名會的票券交換券3,2653
給赫一的禮物1,2654
給赫一的禮物2,2655
給赫一的禮物3,2656
女粉絲的禮物,2657
明星與大頭症,2658
明星很難搞嗎?,2659
簽名會服裝準備,2660
簽名會造型準備1,2661
簽名會造型準備2,2662
簽名會裝飾準備,2663
再這樣下去行嗎?,2664
赫一的最新歌曲,2665
赫一以前的歌曲,2666
變調的音樂性,2667
請找回初心,2668
回到從前的樣子吧,2669
發生變化的裡由,2670
就像最初那一刻,2671
找回初心的人,2672
往弓箭手村!,2680
往弓箭手村!,2681
